Code,Variety,Class,Trial,Collaborative,Location,Year,Yield,Test,Protein,Height,Lodging,Headingdate,Stripe
SWW10173,Appleby CL+,SWW,OWEYT,OR,Condon,2022,60.86343695,60.12336745,7.28472445,33.5172196,NA,NA,NA
SWW10273,OR2180149,SWW,OWEYT,OR,Condon,2022,66.80886898,55.68020795,7.045201724,35.61917515,NA,NA,NA
SWW10006,Bobtail,SWW,OWEYT,OR,Condon,2022,62.14793602,54.66659819,6.613000743,31.18150209,NA,NA,NA
SWW10262,LWW19-5862,SWW,OWEYT,OR,Condon,2022,64.42094444,55.92550431,7.239965587,34.64674154,NA,NA,NA
SWW10238,OR2160243,SWW,OWEYT,OR,Condon,2022,66.22107677,56.77309299,6.772169339,33.03545535,NA,NA,NA
SWW10013,LCS Drive,SWW,OWEYT,OR,Condon,2022,71.57222871,55.83846607,6.598109754,29.5686665,NA,NA,NA
SWW10005,Rosalyn,SWW,OWEYT,OR,Condon,2022,72.7402908,56.87547413,6.946259494,34.3424899,NA,NA,NA
SWW10019,LCS Blackjack,SWW,OWEYT,OR,Condon,2022,65.78303203,56.58938248,6.666647134,33.3842679,NA,NA,NA
SWW10266,UIL 14-085001A,SWW,OWEYT,OR,Condon,2022,65.32357143,57.37625179,7.142750684,34.30829953,NA,NA,NA
SWW10035,M-Press,SWW,OWEYT,OR,Condon,2022,75.2091826,57.95640113,7.104422836,35.02636602,NA,NA,NA
SWW10008,Norwest Duet,SWW,OWEYT,OR,Dufur,2022,86.75481399,61.35414983,7.836820341,40.96230733,NA,NA,NA
SWW10272,M-Pire (2021 TMC Exp.),SWW,OWEYT,OR,Dufur,2022,89.79835324,62.04314356,8.808277779,35.50099194,NA,NA,NA
SWW10001,Stephens,SWW,OWEYT,OR,Dufur,2022,71.43336671,60.7880835,9.336676342,33.35799252,NA,NA,NA
SWW10269,WB1621,SWW,OWEYT,OR,Dufur,2022,87.69265337,62.39265978,7.769998779,34.62419188,NA,NA,NA
SWW10230,VI Voodoo CL+,SWW,OWEYT,OR,Dufur,2022,88.79592515,61.02325864,8.048570008,31.39951228,NA,NA,NA
SWW10263,LWW19-2232,SWW,OWEYT,OR,Dufur,2022,93.81525527,60.72537296,7.674203323,40.5085321,NA,NA,NA
SWW10251,UIL 17-7706 CL+,SWW,OWEYT,OR,Dufur,2022,85.01107415,61.28310544,8.635536164,36.41849215,NA,NA,NA
SWW10240,OR2170559,SWW,OWEYT,OR,Dufur,2022,88.24487318,60.37860844,8.578502941,34.08160591,NA,NA,NA
SWW10274,OR2180377,SWW,OWEYT,OR,Dufur,2022,87.31369858,58.33380267,8.528932276,34.63551804,NA,NA,NA
SWW10228,Sockeye CL+,SWW,OWEYT,OR,Dufur,2022,87.79975466,60.61311664,7.576409747,39.06135853,NA,NA,NA
SWW10223,AP Iliad,SWW,OWEYT,OR,Dufur,2022,78.86487911,60.42054793,8.527216412,35.33936303,NA,NA,NA
SWW10260,LWW19-6219,SWW,OWEYT,OR,Dufur,2022,84.40562651,61.17365888,8.502139122,35.20459126,NA,NA,NA
SWW10208,VI Presto CL+,SWW,OWEYT,OR,Dufur,2022,77.69121002,61.88064633,7.975118499,37.75227671,NA,NA,NA
SWW10267,UIL 15-423062A,SWW,OWEYT,OR,Dufur,2022,83.12413288,59.64446123,8.134627168,34.75333699,NA,NA,NA
SWW10227,Piranha CL+,SWW,OWEYT,OR,Dufur,2022,84.83709542,61.009666,7.717552052,37.50754945,NA,NA,NA
SWW10244,IDO2008,SWW,OWEYT,OR,Dufur,2022,71.1658998,61.20814682,8.221698924,36.63331707,NA,NA,NA
SWW10162,UI Magic CL+,SWW,OWEYT,OR,Dufur,2022,85.34910686,61.4586777,8.721911041,34.1135474,NA,NA,NA
SWW10264,LWW19-1576,SWW,OWEYT,OR,Dufur,2022,86.5398163,59.50334214,8.015798959,34.45568403,NA,NA,NA
SWW10168,OR2x2 CL+,SWW,OWEYT,OR,Dufur,2022,84.44563217,60.91772948,8.76515903,37.15773995,NA,NA,NA
SWW10254,09PN118-02 CL2,SWW,OWEYT,OR,Dufur,2022,82.43719801,61.34026244,9.143015581,35.93491492,NA,NA,NA
SWW10028,SY Dayton,SWW,OWEYT,OR,Dufur,2022,76.46984176,61.00041676,8.420623854,35.0014696,NA,NA,NA
SWW10017,LCS Shine,SWW,OWEYT,OR,Dufur,2022,103.0735921,59.00290074,7.546193285,33.55307244,NA,NA,NA
CW40023,OR5180071,Club,OWEYT,OR,Dufur,2022,93.37928492,60.04269852,8.0119453,35.44231218,NA,NA,NA
SWW10253,AP Exceed,SWW,OWEYT,OR,Dufur,2022,95.19128834,62.20576166,8.10028743,37.71049299,NA,NA,NA
SWW10268,UIL 16-072025,SWW,OWEYT,OR,Dufur,2022,94.63541048,60.50304271,8.141693008,37.43409019,NA,NA,NA
CW40021,Cameo,Club,OWEYT,OR,Dufur,2022,89.4128681,60.51769844,9.051773236,37.11095824,NA,NA,NA
SWW10026,SY Assure,SWW,OWEYT,OR,Dufur,2022,73.94075777,61.68022884,8.579115803,32.70934759,NA,NA,NA
SWW10271,WB1922,SWW,OWEYT,OR,Dufur,2022,83.51283579,62.87192833,8.245501086,37.27363869,NA,NA,NA
SWW10270,WB1720,SWW,OWEYT,OR,Dufur,2022,87.51557331,62.34471708,8.821231877,34.47712052,NA,NA,NA
SWW10241,ORI2190025 CL+,SWW,OWEYT,OR,Dufur,2022,96.02592008,60.39805512,8.794511756,35.02361027,NA,NA,NA
SWW10275,WA8371,SWW,OWEYT,OR,Dufur,2022,86.57114629,61.71960615,7.954227362,37.16041763,NA,NA,NA
SWW10239,OR2160264,SWW,OWEYT,OR,Dufur,2022,82.22136814,60.31930714,8.361111677,34.89370449,NA,NA,NA
SWW10012,LCS Artdeco,SWW,OWEYT,OR,Dufur,2022,99.51800428,60.19946625,8.254804328,34.63198178,NA,NA,NA
SWW10242,ORI2190027 CL+,SWW,OWEYT,OR,Dufur,2022,92.17483102,61.60741167,8.659131962,35.80903766,NA,NA,NA
SWW10225,WA8307,SWW,OWEYT,OR,Dufur,2022,87.82597292,59.72216871,8.208080929,37.74919879,NA,NA,NA
SWW10248,LWW17-5877,SWW,OWEYT,OR,Dufur,2022,82.50188071,61.53796111,8.699739061,34.74850902,NA,NA,NA
SWW10261,LWW19-6591,SWW,OWEYT,OR,Dufur,2022,88.58896866,61.37056826,7.996161522,34.21903737,NA,NA,NA
SWW10232,LCS Jefe (LWW17-8185),SWW,OWEYT,OR,Dufur,2022,99.06144855,61.41023476,7.086735882,35.80957907,NA,NA,NA
SWW10007,Norwest Tandem,SWW,OWEYT,OR,Dufur,2022,88.11171238,61.47813884,8.97256181,33.26925369,NA,NA,NA
CW40025,ARS09500-17CBW,Club,OWEYT,OR,Dufur,2022,84.29449143,61.70557176,7.72082957,36.81887342,NA,NA,NA
SWW10201,OR2130755,SWW,OWEYT,OR,Dufur,2022,81.69251219,61.11730975,8.473917435,36.18068888,NA,NA,NA
SWW10036,Nixon,SWW,OWEYT,OR,Dufur,2022,78.48767552,61.24264602,8.351813435,36.54517522,NA,NA,NA
SWW10265,15-451104B,SWW,OWEYT,OR,Dufur,2022,88.76930582,58.78153668,7.648705811,36.14138637,NA,NA,NA
SWW10167,Stingray CL+,SWW,OWEYT,OR,Dufur,2022,83.28017765,60.95846392,9.169331096,33.23941585,NA,NA,NA
SWW10173,Appleby CL+,SWW,OWEYT,OR,Dufur,2022,79.39258314,61.83683247,8.728099896,36.98874794,NA,NA,NA
SWW10273,OR2180149,SWW,OWEYT,OR,Dufur,2022,83.50206697,59.82245322,7.876131749,35.93259882,NA,NA,NA
SWW10006,Bobtail,SWW,OWEYT,OR,Dufur,2022,68.74931354,57.12604146,7.709347639,33.58976995,NA,NA,NA
SWW10262,LWW19-5862,SWW,OWEYT,OR,Dufur,2022,73.87118477,59.08164113,7.913035343,33.52841655,NA,NA,NA
SWW10238,OR2160243,SWW,OWEYT,OR,Dufur,2022,88.31198857,60.31411414,9.080000235,37.30956273,NA,NA,NA
SWW10013,LCS Drive,SWW,OWEYT,OR,Dufur,2022,79.95237699,58.68627604,8.645070944,30.92032127,NA,NA,NA
SWW10005,Rosalyn,SWW,OWEYT,OR,Dufur,2022,80.54694199,59.00210234,8.434940141,36.27960708,NA,NA,NA
SWW10019,LCS Blackjack,SWW,OWEYT,OR,Dufur,2022,87.79601364,58.9378699,8.427364975,34.27147434,NA,NA,NA
SWW10266,UIL 14-085001A,SWW,OWEYT,OR,Dufur,2022,86.35099571,60.38672571,8.440754203,36.67547901,NA,NA,NA
SWW10035,M-Press,SWW,OWEYT,OR,Dufur,2022,97.04764224,60.4174768,8.285050804,35.94068446,NA,NA,NA
SWW10274,OR2180377,SWW,OWEYT,WA,Eureka,2022,99.87359517,58.91093719,9.007698916,34.31497105,NA,NA,NA
SWW10278,VI Frost,SWW,OWEYT,WA,Eureka,2022,104.8784064,62.43483896,9.675064369,38.22465062,NA,NA,NA
SWW10140,YSC-215,SWW,OWEYT,WA,Eureka,2022,81.92916645,61.31946793,7.981554292,38.2191018,NA,NA,NA
SWW10035,M-Press,SWW,OWEYT,WA,Eureka,2022,118.2522076,62.05723335,9.117567055,35.95874077,NA,NA,NA
SWW10282,WA8347 AX,SWW,OWEYT,WA,Eureka,2022,100.9510573,62.95043249,9.302897868,41.0120011,NA,NA,NA
SWW10267,UIL 15-423062A,SWW,OWEYT,WA,Eureka,2022,112.6364446,60.70126127,9.133571453,38.50192803,NA,NA,NA
SWW10240,OR2170559,SWW,OWEYT,WA,Eureka,2022,107.2557821,61.0192967,9.827347618,34.84374979,NA,NA,NA
SWW10261,LWW19-6591,SWW,OWEYT,WA,Eureka,2022,122.983242,62.44885949,9.66083373,37.27190979,NA,NA,NA
SWW10007,Norwest Tandem,SWW,OWEYT,WA,Eureka,2022,102.9547784,62.26377963,9.063904789,34.13673254,NA,NA,NA
SWW10238,OR2160243,SWW,OWEYT,WA,Eureka,2022,94.17283493,61.48999166,9.435668227,36.64572355,NA,NA,NA
SWW10266,UIL 14-085001A,SWW,OWEYT,WA,Eureka,2022,105.1132532,60.51663764,9.540408141,37.09578569,NA,NA,NA
SWW10026,SY Assure,SWW,OWEYT,WA,Eureka,2022,117.9012168,62.11471162,9.594518898,35.56403306,NA,NA,NA
SWW10201,OR2130755,SWW,OWEYT,WA,Eureka,2022,106.7330612,61.85159221,9.613646582,38.72681627,NA,NA,NA
SWW10259,YSC-93,SWW,OWEYT,WA,Eureka,2022,108.2070165,60.95232817,8.93255073,36.77277485,NA,NA,NA
SWW10276,Devote,SWW,OWEYT,WA,Eureka,2022,110.2698911,62.71185151,10.60337332,38.37881295,NA,NA,NA
SWW10223,AP Iliad,SWW,OWEYT,WA,Eureka,2022,116.7773331,61.81883941,9.708581938,38.97416642,NA,NA,NA
SWW10012,LCS Artdeco,SWW,OWEYT,WA,Eureka,2022,116.3656938,60.58099115,8.631364754,34.58739257,NA,NA,NA
SWW10017,LCS Shine,SWW,OWEYT,WA,Eureka,2022,117.3021696,61.45519114,8.870077174,32.91299459,NA,NA,NA
CW40028,ARS141114-64C,Club,OWEYT,WA,Eureka,2022,105.0533851,63.05385212,9.197826764,45.55493266,NA,NA,NA
SWW10020,WB1529,SWW,OWEYT,WA,Eureka,2022,100.8095627,63.88272403,9.439651105,36.58716633,NA,NA,NA
SWW10272,M-Pire (2021 TMC Exp.),SWW,OWEYT,WA,Eureka,2022,109.8326296,63.8467865,9.454751984,35.06020847,NA,NA,NA
SWW10248,LWW17-5877,SWW,OWEYT,WA,Eureka,2022,111.6002845,62.91346997,10.01177656,36.14783591,NA,NA,NA
SWW10239,OR2160264,SWW,OWEYT,WA,Eureka,2022,109.3784223,61.64710591,9.530342836,36.49267767,NA,NA,NA
SWW10028,SY Dayton,SWW,OWEYT,WA,Eureka,2022,118.6012731,62.15865456,8.930986595,36.8578478,NA,NA,NA
CW40023,OR5180071,Club,OWEYT,WA,Eureka,2022,95.82478063,61.80509532,8.638555145,33.98031323,NA,NA,NA
SWW10263,LWW19-2232,SWW,OWEYT,WA,Eureka,2022,124.506617,61.50364418,8.967786123,41.84734633,NA,NA,NA
SWW10008,Norwest Duet,SWW,OWEYT,WA,Eureka,2022,117.6173623,61.62203053,9.534997444,41.97539547,NA,NA,NA
SWW10006,Bobtail,SWW,OWEYT,WA,Eureka,2022,108.3746841,58.6765073,9.606911465,36.08727269,NA,NA,NA
SWW10253,AP Exceed,SWW,OWEYT,WA,Eureka,2022,126.666481,63.26970758,9.160109189,37.80322926,NA,NA,NA
SWW10281,WA8346 AX,SWW,OWEYT,WA,Eureka,2022,118.9865543,62.00533785,9.124682971,40.91037931,NA,NA,NA
CW40026,ARS12097-12C,Club,OWEYT,WA,Eureka,2022,109.0980054,61.50361795,9.002354221,39.83612665,NA,NA,NA
CW40003,ARS Castella,Club,OWEYT,WA,Eureka,2022,116.8662171,62.87608064,9.363352693,40.05045823,NA,NA,NA
CW40007,ARS Pritchett,Club,OWEYT,WA,Eureka,2022,119.1290188,59.78775032,9.037479516,40.63575927,NA,NA,NA
SWW10019,LCS Blackjack,SWW,OWEYT,WA,Eureka,2022,116.4018602,59.76573196,9.365391092,35.9936576,NA,NA,NA
SWW10284,WA8363,SWW,OWEYT,WA,Eureka,2022,107.6167881,62.72974358,9.715670246,40.05598114,NA,NA,NA
SWW10277,GS3,SWW,OWEYT,WA,Eureka,2022,110.3877692,61.18491705,9.17091383,40.50076106,NA,NA,NA
SWW10059,Otto,SWW,OWEYT,WA,Eureka,2022,101.2665238,60.85742796,10.23764179,41.32394739,NA,NA,NA
SWW10260,LWW19-6219,SWW,OWEYT,WA,Eureka,2022,113.6923192,62.24901996,9.944321823,36.71960855,NA,NA,NA
CW40004,ARS-Crescent,Club,OWEYT,WA,Eureka,2022,105.2879023,61.28438901,9.125979268,38.9356034,NA,NA,NA
SWW10018,LCS Sonic,SWW,OWEYT,WA,Eureka,2022,111.1384159,61.79162331,8.754990499,40.08808913,NA,NA,NA
SWW10275,WA8371,SWW,OWEYT,WA,Eureka,2022,109.8212769,63.58406844,9.33042751,38.84739891,NA,NA,NA
SWW10285,WA8364,SWW,OWEYT,WA,Eureka,2022,105.379821,62.59016827,9.265936981,36.46706278,NA,NA,NA
SWW10273,OR2180149,SWW,OWEYT,WA,Eureka,2022,101.7464416,59.70757229,8.423646291,37.60464747,NA,NA,NA
SWW10005,Rosalyn,SWW,OWEYT,WA,Eureka,2022,108.3271282,59.57943598,8.659922985,36.38462826,NA,NA,NA
CW40027,ARS13659-4C,Club,OWEYT,WA,Eureka,2022,100.2797572,61.89000928,9.573836917,49.03315119,NA,NA,NA
SWW10286,WA8365,SWW,OWEYT,WA,Eureka,2022,100.5183492,61.77450467,8.877778648,34.69550401,NA,NA,NA
SWW10256,UIL 15-028024,SWW,OWEYT,WA,Eureka,2022,104.9497663,62.47373881,8.990077109,37.39338722,NA,NA,NA
SWW10283,WA8348 AX,SWW,OWEYT,WA,Eureka,2022,108.6035176,62.44558028,9.250198669,39.69036208,NA,NA,NA
SWW10264,LWW19-1576,SWW,OWEYT,WA,Eureka,2022,104.9994751,60.96695587,9.279565724,33.93848234,NA,NA,NA
SWW10001,Stephens,SWW,OWEYT,WA,Eureka,2022,97.03119312,61.65758868,9.767771074,36.23434553,NA,NA,NA
SWW10232,LCS Jefe (LWW17-8185),SWW,OWEYT,WA,Eureka,2022,118.1149801,61.50440174,8.616373252,35.26235055,NA,NA,NA
SWW10014,LCS Hulk,SWW,OWEYT,WA,Eureka,2022,108.7577981,62.5321006,9.419728307,36.86396684,NA,NA,NA
SWW10224,AP Dynamic,SWW,OWEYT,WA,Eureka,2022,107.117227,60.92054247,9.213667077,37.7347817,NA,NA,NA
SWW10279,WA8334,SWW,OWEYT,WA,Eureka,2022,113.1974993,62.43879972,8.964191318,39.57603205,NA,NA,NA
SWW10036,Nixon,SWW,OWEYT,WA,Eureka,2022,99.17755207,61.66496694,9.336622819,37.41206826,NA,NA,NA
SWW10225,WA8307,SWW,OWEYT,WA,Eureka,2022,111.6085205,61.30549583,9.037447384,39.03475085,NA,NA,NA
SWW10280,WA8345 AX,SWW,OWEYT,WA,Eureka,2022,104.9852302,62.27022343,9.168622544,38.9407469,NA,NA,NA
SWW10262,LWW19-5862,SWW,OWEYT,WA,Eureka,2022,113.5762319,60.0714934,9.119149451,37.02841023,NA,NA,NA
SWW10013,LCS Drive,SWW,OWEYT,WA,Eureka,2022,107.5864596,60.541324,9.243499938,32.30751097,NA,NA,NA
SWW10268,UIL 16-072025,SWW,OWEYT,WA,Eureka,2022,114.440547,62.43090355,9.341099662,39.2968622,NA,NA,NA
SWW10008,Norwest Duet,SWW,OWEYT,OR,Hermiston,2022,129.0545449,61.69114934,8.70800207,48.72840223,NA,NA,NA
SWW10272,M-Pire (2021 TMC Exp.),SWW,OWEYT,OR,Hermiston,2022,141.6485082,63.04618343,8.728234532,36.20667815,NA,NA,NA
SWW10001,Stephens,SWW,OWEYT,OR,Hermiston,2022,117.7934465,61.86129522,9.055355965,38.71241237,NA,NA,NA
SWW10269,WB1621,SWW,OWEYT,OR,Hermiston,2022,131.778213,63.35884684,8.648925529,42.06577675,NA,NA,NA
SWW10230,VI Voodoo CL+,SWW,OWEYT,OR,Hermiston,2022,130.3353017,61.28925661,8.103060757,35.5916609,NA,NA,NA
SWW10263,LWW19-2232,SWW,OWEYT,OR,Hermiston,2022,136.0166368,61.49173186,8.100558992,49.70752311,NA,NA,NA
SWW10251,UIL 17-7706 CL+,SWW,OWEYT,OR,Hermiston,2022,126.3544607,62.47423152,8.978513415,41.36378876,NA,NA,NA
SWW10240,OR2170559,SWW,OWEYT,OR,Hermiston,2022,128.6328148,61.02554357,8.469457484,37.38378907,NA,NA,NA
SWW10274,OR2180377,SWW,OWEYT,OR,Hermiston,2022,133.386909,60.31209609,8.642903348,38.75016954,NA,NA,NA
SWW10228,Sockeye CL+,SWW,OWEYT,OR,Hermiston,2022,128.5776885,60.74984954,8.335484429,46.03059172,NA,NA,NA
SWW10223,AP Iliad,SWW,OWEYT,OR,Hermiston,2022,126.2984475,61.88771422,8.52572297,40.39345467,NA,NA,NA
SWW10260,LWW19-6219,SWW,OWEYT,OR,Hermiston,2022,133.9025668,62.60085961,8.800744668,41.06488742,NA,NA,NA
SWW10208,VI Presto CL+,SWW,OWEYT,OR,Hermiston,2022,117.6670895,62.09375397,9.021890878,43.93947398,NA,NA,NA
SWW10267,UIL 15-423062A,SWW,OWEYT,OR,Hermiston,2022,137.141081,60.74596749,8.422794596,43.98696288,NA,NA,NA
SWW10227,Piranha CL+,SWW,OWEYT,OR,Hermiston,2022,136.2928363,61.36871097,8.493480367,44.94411593,NA,NA,NA
SWW10244,IDO2008,SWW,OWEYT,OR,Hermiston,2022,132.0192172,61.63163337,8.870352576,45.29144829,NA,NA,NA
SWW10162,UI Magic CL+,SWW,OWEYT,OR,Hermiston,2022,126.121305,62.05801419,8.784751344,38.6007685,NA,NA,NA
SWW10264,LWW19-1576,SWW,OWEYT,OR,Hermiston,2022,130.0930867,61.63090734,8.535154422,37.29622463,NA,NA,NA
SWW10168,OR2x2 CL+,SWW,OWEYT,OR,Hermiston,2022,127.2182125,61.99038753,9.502645828,43.93354337,NA,NA,NA
SWW10254,09PN118-02 CL2,SWW,OWEYT,OR,Hermiston,2022,123.4915654,62.1379042,9.117133832,42.25807424,NA,NA,NA
SWW10028,SY Dayton,SWW,OWEYT,OR,Hermiston,2022,140.0372055,62.05113718,8.595378623,40.33881948,NA,NA,NA
SWW10017,LCS Shine,SWW,OWEYT,OR,Hermiston,2022,157.7040367,61.69461418,7.792519911,37.01889399,NA,NA,NA
CW40023,OR5180071,Club,OWEYT,OR,Hermiston,2022,133.5628064,60.84065953,8.115394907,41.97230751,NA,NA,NA
SWW10253,AP Exceed,SWW,OWEYT,OR,Hermiston,2022,146.983432,63.17012825,8.234761265,40.00961695,NA,NA,NA
SWW10268,UIL 16-072025,SWW,OWEYT,OR,Hermiston,2022,138.7179937,62.07453373,8.524728428,45.56933669,NA,NA,NA
CW40021,Cameo,Club,OWEYT,OR,Hermiston,2022,131.7090888,61.98960331,9.010849588,46.27839061,NA,NA,NA
SWW10026,SY Assure,SWW,OWEYT,OR,Hermiston,2022,131.2292493,61.98183921,8.431408832,38.68173012,NA,NA,NA
SWW10271,WB1922,SWW,OWEYT,OR,Hermiston,2022,127.4277696,63.48163356,8.946840278,43.66715584,NA,NA,NA
SWW10270,WB1720,SWW,OWEYT,OR,Hermiston,2022,127.0010006,62.78878136,9.139915171,38.9309594,NA,NA,NA
SWW10241,ORI2190025 CL+,SWW,OWEYT,OR,Hermiston,2022,113.272946,61.05576401,10.03926873,39.24488208,NA,NA,NA
SWW10275,WA8371,SWW,OWEYT,OR,Hermiston,2022,118.553742,62.60822664,8.828361047,42.29109323,NA,NA,NA
SWW10239,OR2160264,SWW,OWEYT,OR,Hermiston,2022,142.0374745,61.96322231,8.704900654,40.96592708,NA,NA,NA
SWW10012,LCS Artdeco,SWW,OWEYT,OR,Hermiston,2022,147.8546719,61.07276826,7.884137133,36.07602032,NA,NA,NA
SWW10242,ORI2190027 CL+,SWW,OWEYT,OR,Hermiston,2022,116.4199003,62.48419109,8.829712089,39.01470532,NA,NA,NA
SWW10225,WA8307,SWW,OWEYT,OR,Hermiston,2022,125.5577591,61.05398843,8.028321957,43.61445286,NA,NA,NA
SWW10248,LWW17-5877,SWW,OWEYT,OR,Hermiston,2022,122.4233379,62.63573631,8.970154813,37.94304933,NA,NA,NA
SWW10261,LWW19-6591,SWW,OWEYT,OR,Hermiston,2022,132.5484287,61.82440788,8.065204996,39.07530509,NA,NA,NA
SWW10232,LCS Jefe (LWW17-8185),SWW,OWEYT,OR,Hermiston,2022,144.8771295,62.2835929,7.742500625,39.38170838,NA,NA,NA
SWW10007,Norwest Tandem,SWW,OWEYT,OR,Hermiston,2022,119.6417887,61.51281268,8.495531545,38.00840753,NA,NA,NA
CW40025,ARS09500-17CBW,Club,OWEYT,OR,Hermiston,2022,123.6991832,63.8291116,9.066989267,46.04715201,NA,NA,NA
SWW10201,OR2130755,SWW,OWEYT,OR,Hermiston,2022,126.5854182,61.63216605,8.65935376,47.36597235,NA,NA,NA
SWW10036,Nixon,SWW,OWEYT,OR,Hermiston,2022,131.9201487,62.31499744,9.298678141,43.7428482,NA,NA,NA
SWW10265,15-451104B,SWW,OWEYT,OR,Hermiston,2022,136.2961835,60.07675893,7.944110531,41.42049884,NA,NA,NA
SWW10167,Stingray CL+,SWW,OWEYT,OR,Hermiston,2022,131.4883419,61.93603636,8.633689108,41.38911954,NA,NA,NA
SWW10173,Appleby CL+,SWW,OWEYT,OR,Hermiston,2022,121.0587375,62.23354736,8.994279051,43.42573469,NA,NA,NA
SWW10273,OR2180149,SWW,OWEYT,OR,Hermiston,2022,139.2737298,60.59368922,8.214061037,41.33269379,NA,NA,NA
SWW10006,Bobtail,SWW,OWEYT,OR,Hermiston,2022,140.2122272,59.87715025,8.247493398,39.03563742,NA,NA,NA
SWW10262,LWW19-5862,SWW,OWEYT,OR,Hermiston,2022,144.9455612,60.63922973,8.41811251,40.37287563,NA,NA,NA
SWW10238,OR2160243,SWW,OWEYT,OR,Hermiston,2022,139.7188823,61.47635135,8.564694257,40.26908495,NA,NA,NA
SWW10013,LCS Drive,SWW,OWEYT,OR,Hermiston,2022,141.3368319,60.54833397,7.976747154,35.06605751,NA,NA,NA
SWW10005,Rosalyn,SWW,OWEYT,OR,Hermiston,2022,146.08554,60.80618777,7.97775011,40.59906779,NA,NA,NA
SWW10019,LCS Blackjack,SWW,OWEYT,OR,Hermiston,2022,149.088796,60.29221008,8.334497327,41.28911119,NA,NA,NA
SWW10266,UIL 14-085001A,SWW,OWEYT,OR,Hermiston,2022,136.0088277,61.2224435,8.176144326,45.028974,NA,NA,NA
SWW10035,M-Press,SWW,OWEYT,OR,Hermiston,2022,145.7840487,62.10477531,8.481674766,42.28266375,NA,NA,NA
SWW10008,Norwest Duet,SWW,OWEYT,OR,Kent,2022,63.10574608,60.45650433,6.109463368,39.04197627,NA,NA,NA
SWW10272,M-Pire (2021 TMC Exp.),SWW,OWEYT,OR,Kent,2022,68.76768603,61.02296368,6.983372567,31.02244833,NA,NA,NA
SWW10001,Stephens,SWW,OWEYT,OR,Kent,2022,63.80563581,60.25725349,6.944562563,33.92746678,NA,NA,NA
SWW10269,WB1621,SWW,OWEYT,OR,Kent,2022,66.74794219,61.23505542,6.366916369,31.11569194,NA,NA,NA
SWW10230,VI Voodoo CL+,SWW,OWEYT,OR,Kent,2022,76.23820638,59.08613002,7.634514819,31.50962125,NA,NA,NA
SWW10263,LWW19-2232,SWW,OWEYT,OR,Kent,2022,72.12304585,58.50323763,8.188450827,40.11629846,NA,NA,NA
SWW10251,UIL 17-7706 CL+,SWW,OWEYT,OR,Kent,2022,65.62971304,59.58142338,8.348214995,34.61637957,NA,NA,NA
SWW10240,OR2170559,SWW,OWEYT,OR,Kent,2022,65.69536736,59.40455608,8.021631647,34.17229519,NA,NA,NA
SWW10274,OR2180377,SWW,OWEYT,OR,Kent,2022,77.89484708,58.06386827,7.070506632,34.74872831,NA,NA,NA
SWW10228,Sockeye CL+,SWW,OWEYT,OR,Kent,2022,68.36725897,58.87286544,6.429783414,38.57176882,NA,NA,NA
SWW10223,AP Iliad,SWW,OWEYT,OR,Kent,2022,66.54571745,60.23586214,6.29983817,35.65794737,NA,NA,NA
SWW10260,LWW19-6219,SWW,OWEYT,OR,Kent,2022,68.52536307,60.42509335,6.533510041,35.74339762,NA,NA,NA
SWW10208,VI Presto CL+,SWW,OWEYT,OR,Kent,2022,64.88320408,60.62558566,7.489296537,35.78290195,NA,NA,NA
SWW10267,UIL 15-423062A,SWW,OWEYT,OR,Kent,2022,69.80375489,59.13113401,7.484358186,34.5772767,NA,NA,NA
SWW10227,Piranha CL+,SWW,OWEYT,OR,Kent,2022,69.93172591,59.34246653,6.886619568,37.51669718,NA,NA,NA
SWW10244,IDO2008,SWW,OWEYT,OR,Kent,2022,61.38365048,60.36432429,7.221087739,36.2363715,NA,NA,NA
SWW10162,UI Magic CL+,SWW,OWEYT,OR,Kent,2022,66.80550141,60.49489446,7.51301665,33.8643206,NA,NA,NA
SWW10264,LWW19-1576,SWW,OWEYT,OR,Kent,2022,76.4393947,59.14161449,7.243182525,32.57752203,NA,NA,NA
SWW10168,OR2x2 CL+,SWW,OWEYT,OR,Kent,2022,68.78844674,60.32473444,7.528442624,36.31881604,NA,NA,NA
SWW10254,09PN118-02 CL2,SWW,OWEYT,OR,Kent,2022,77.01833832,60.20356892,8.08503899,35.55888932,NA,NA,NA
SWW10028,SY Dayton,SWW,OWEYT,OR,Kent,2022,70.72280091,60.87779428,7.404988074,34.46076083,NA,NA,NA
SWW10017,LCS Shine,SWW,OWEYT,OR,Kent,2022,72.61711388,58.29371566,5.709946306,29.89059599,NA,NA,NA
CW40023,OR5180071,Club,OWEYT,OR,Kent,2022,61.82955655,58.92365681,6.645599242,34.32817766,NA,NA,NA
SWW10253,AP Exceed,SWW,OWEYT,OR,Kent,2022,73.45559663,60.58258209,7.351115169,34.85368822,NA,NA,NA
SWW10268,UIL 16-072025,SWW,OWEYT,OR,Kent,2022,73.7341419,59.01039638,6.291235333,35.1068462,NA,NA,NA
CW40021,Cameo,Club,OWEYT,OR,Kent,2022,68.77496545,59.26461943,6.99997786,37.10040328,NA,NA,NA
SWW10026,SY Assure,SWW,OWEYT,OR,Kent,2022,76.77878266,60.9014541,7.737085984,33.06630904,NA,NA,NA
SWW10271,WB1922,SWW,OWEYT,OR,Kent,2022,65.34920196,61.62456361,7.680875728,36.8013607,NA,NA,NA
